Username,Profile Age,Profile Description,Usage Period,Purchase Point,Stars,Recommend,Review,Status,tokens,stopwords,stemmed_tokens
stellathalia,19 - 24,"Oily, Light, Cool",More than 1 year,Shopee,5,Ya,"Moist yang bikin kulit aku kalem saat lagi bruntusan, suka banget sama moist ini, berkali kali bruntusan tapi di bantu balik lagi sama moist ini. Udah banyak banget aku repruche, sangat rekomen walau kulitnya oily acne prone. Its so good gais",Asli,"['Moist', 'yang', 'bikin', 'kulit', 'aku', 'kalem', 'saat', 'lagi', 'bruntusan', ',', 'suka', 'banget', 'sama', 'moist', 'ini', ',', 'berkali', 'kali', 'bruntusan', 'tapi', 'di', 'bantu', 'balik', 'lagi', 'sama', 'moist', 'ini', '.', 'Udah', 'banyak', 'banget', 'aku', 'repruche', ',', 'sangat', 'rekomen', 'walau', 'kulitnya', 'oily', 'acne', 'prone', '.', 'Its', 'so', 'good', 'gais']","['Moist', 'bikin', 'kulit', 'kalem', 'bruntusan', ',', 'suka', 'banget', 'moist', ',', 'berkali', 'kali', 'bruntusan', 'bantu', 'moist', '.', 'Udah', 'banget', 'repruche', ',', 'rekomen', 'kulitnya', 'oily', 'acne', 'prone', '.', 'Its', 'so', 'good', 'gais']","['moist', 'bikin', 'kulit', 'kalem', 'bruntusan', '', 'suka', 'banget', 'moist', '', 'kali', 'kali', 'bruntusan', 'bantu', 'moist', '', 'udah', 'banget', 'repruche', '', 'rekomen', 'kulit', 'oily', 'acne', 'prone', '', 'its', 'so', 'good', 'gais']"
Tika0511,30 - 34,"Combination, Medium Light, Neutral",6 months - 1 year,Guardian,5,Ya,"Sangat melembabkan, saya pakai juga maskernya, dan benarÂ² mencerahkan untuk masker pink.. untuk moisturizer yang benarÂ² melembabkan ini, bikin kulit saya tidak kering lagi.. sukses untuk skintific, nanti saya akan coba produk lainnya ðŸ¤—",Asli,"['Sangat', 'melembabkan', ',', 'saya', 'pakai', 'juga', 'maskernya', ',', 'dan', 'benarÂ²', 'mencerahkan', 'untuk', 'masker', 'pink', '..', 'untuk', 'moisturizer', 'yang', 'benarÂ²', 'melembabkan', 'ini', ',', 'bikin', 'kulit', 'saya', 'tidak', 'kering', 'lagi', '..', 'sukses', 'untuk', 'skintific', ',', 'nanti', 'saya', 'akan', 'coba', 'produk', 'lainnya', 'ðŸ¤', '—']","['melembabkan', ',', 'pakai', 'maskernya', ',', 'benarÂ²', 'mencerahkan', 'masker', 'pink', '..', 'moisturizer', 'benarÂ²', 'melembabkan', ',', 'bikin', 'kulit', 'kering', '..', 'sukses', 'skintific', ',', 'coba', 'produk', 'ðŸ¤', '—']","['melembabkan', '', 'pakai', 'masker', '', 'benar', 'cerah', 'masker', 'pink', '', 'moisturizer', 'benar', 'melembabkan', '', 'bikin', 'kulit', 'kering', '', 'sukses', 'skintific', '', 'coba', 'produk', '', '']"
karinayuniarti_,25 - 29,"Combination, Medium Light, Neutral",1 week - 1 month,Female Daily Studio,5,Ya,SkintificBaguss bgt untuk calming yang lagi rusak skin barrier nya. Untk kemerahan bisa mereda ada spatulanya. Mempermudah traveling dan sangat higienis. Cepat meresap kekulit dan bisa sebagai primer sebelum makeup. Hanya saja harus menyerap dahulu,Asli,"['SkintificBaguss', 'bgt', 'untuk', 'calming', 'yang', 'lagi', 'rusak', 'skin', 'barrier', 'nya', '.', 'Untk', 'kemerahan', 'bisa', 'mereda', 'ada', 'spatulanya', '.', 'Mempermudah', 'traveling', 'dan', 'sangat', 'higienis', '.', 'Cepat', 'meresap', 'kekulit', 'dan', 'bisa', 'sebagai', 'primer', 'sebelum', 'makeup', '.', 'Hanya', 'saja', 'harus', 'menyerap', 'dahulu']","['SkintificBaguss', 'bgt', 'calming', 'rusak', 'skin', 'barrier', 'nya', '.', 'Untk', 'kemerahan', 'mereda', 'spatulanya', '.', 'Mempermudah', 'traveling', 'higienis', '.', 'Cepat', 'meresap', 'kekulit', 'primer', 'makeup', '.', 'menyerap']","['skintificbaguss', 'bgt', 'calming', 'rusak', 'skin', 'barrier', 'nya', '', 'untk', 'merah', 'reda', 'spatula', '', 'mudah', 'traveling', 'higienis', '', 'cepat', 'resap', 'kulit', 'primer', 'makeup', '', 'serap']"
adelisajp,25 - 29,"Combination, Medium Light, Cool",More than 1 year,Official Brand Store,5,Ya,"produk ini buat kulit jadi terhidrasi banget, si aku yang kulit kombinasi (bagian cheeks tergolong dryskin) jadi ga gampang kering dan malah terlihat plumpy. dipake daily (day and night) cucok banget. aman sentosa ini kulit kalo udah pake sebelum makeup",Asli,"['produk', 'ini', 'buat', 'kulit', 'jadi', 'terhidrasi', 'banget', ',', 'si', 'aku', 'yang', 'kulit', 'kombinasi', '(', 'bagian', 'cheeks', 'tergolong', 'dryskin', ')', 'jadi', 'ga', 'gampang', 'kering', 'dan', 'malah', 'terlihat', 'plumpy', '.', 'dipake', 'daily', '(', 'day', 'and', 'night', ')', 'cucok', 'banget', '.', 'aman', 'sentosa', 'ini', 'kulit', 'kalo', 'udah', 'pake', 'sebelum', 'makeup']","['produk', 'kulit', 'terhidrasi', 'banget', ',', 'si', 'kulit', 'kombinasi', '(', 'cheeks', 'tergolong', 'dryskin', ')', 'ga', 'gampang', 'kering', 'plumpy', '.', 'dipake', 'daily', '(', 'day', 'and', 'night', ')', 'cucok', 'banget', '.', 'aman', 'sentosa', 'kulit', 'kalo', 'udah', 'pake', 'makeup']","['produk', 'kulit', 'hidrasi', 'banget', '', 'si', 'kulit', 'kombinasi', '', 'cheeks', 'golong', 'dryskin', '', 'ga', 'gampang', 'kering', 'plumpy', '', 'dipake', 'daily', '', 'day', 'and', 'night', '', 'cucok', 'banget', '', 'aman', 'sentosa', 'kulit', 'kalo', 'udah', 'pake', 'makeup']"
cila14,25 - 29,"Combination, Light, Cool",More than 1 year,Shopee,5,Ya,Baguss bgt untuk calming yang lagi rusak skin barrier nya. Untk kemerahan bisa mereda ada spatulanya. Mempermudah traveling dan sangat higienis. Cepat meresap kekulit dan bisa sebagai primer sebelum makeup. Hanya saja harus menyerap dahulu,Asli,"['Baguss', 'bgt', 'untuk', 'calming', 'yang', 'lagi', 'rusak', 'skin', 'barrier', 'nya', '.', 'Untk', 'kemerahan', 'bisa', 'mereda', 'ada', 'spatulanya', '.', 'Mempermudah', 'traveling', 'dan', 'sangat', 'higienis', '.', 'Cepat', 'meresap', 'kekulit', 'dan', 'bisa', 'sebagai', 'primer', 'sebelum', 'makeup', '.', 'Hanya', 'saja', 'harus', 'menyerap', 'dahulu']","['Baguss', 'bgt', 'calming', 'rusak', 'skin', 'barrier', 'nya', '.', 'Untk', 'kemerahan', 'mereda', 'spatulanya', '.', 'Mempermudah', 'traveling', 'higienis', '.', 'Cepat', 'meresap', 'kekulit', 'primer', 'makeup', '.', 'menyerap']","['baguss', 'bgt', 'calming', 'rusak', 'skin', 'barrier', 'nya', '', 'untk', 'merah', 'reda', 'spatula', '', 'mudah', 'traveling', 'higienis', '', 'cepat', 'resap', 'kulit', 'primer', 'makeup', '', 'serap']"
ii_conie,25 - 29,"Normal, Medium, Neutral",More than 1 year,Shopee,5,Ya,"Pelembab terampuh untuk kulit geradakan, aku sering pakai ini kalau habis eksfoliasi, buat kulit aku jadi lembut dan gak iritasi setelah eksfoliasi, kulit jadi lembab dan kenyal, dipakai sebelum makeup juga bagus, hasil makeup jadi flawless",Asli,"['Pelembab', 'terampuh', 'untuk', 'kulit', 'geradakan', ',', 'aku', 'sering', 'pakai', 'ini', 'kalau', 'habis', 'eksfoliasi', ',', 'buat', 'kulit', 'aku', 'jadi', 'lembut', 'dan', 'gak', 'iritasi', 'setelah', 'eksfoliasi', ',', 'kulit', 'jadi', 'lembab', 'dan', 'kenyal', ',', 'dipakai', 'sebelum', 'makeup', 'juga', 'bagus', ',', 'hasil', 'makeup', 'jadi', 'flawless']","['Pelembab', 'terampuh', 'kulit', 'geradakan', ',', 'pakai', 'habis', 'eksfoliasi', ',', 'kulit', 'lembut', 'gak', 'iritasi', 'eksfoliasi', ',', 'kulit', 'lembab', 'kenyal', ',', 'dipakai', 'makeup', 'bagus', ',', 'hasil', 'makeup', 'flawless']","['pelembab', 'ampuh', 'kulit', 'gada', '', 'pakai', 'habis', 'eksfoliasi', '', 'kulit', 'lembut', 'gak', 'iritasi', 'eksfoliasi', '', 'kulit', 'lembab', 'kenyal', '', 'pakai', 'makeup', 'bagus', '', 'hasil', 'makeup', 'flawless']"
enggolit,25 - 29,"Combination, Medium Dark, Neutral",1 month - 3 months,Brand Website,5,Ya,"Suka produknya, buat muka glowing dan cerah. Menyamarkan nota hitam. Buat kulit makin sehat, semoga cocok selalu pakai produk ini. Memang skintific ngak diragukan lagi produknya. Kehinaan sejuta umat. Semoga skintific selalu makin sukses",Asli,"['Suka', 'produknya', ',', 'buat', 'muka', 'glowing', 'dan', 'cerah', '.', 'Menyamarkan', 'nota', 'hitam', '.', 'Buat', 'kulit', 'makin', 'sehat', ',', 'semoga', 'cocok', 'selalu', 'pakai', 'produk', 'ini', '.', 'Memang', 'skintific', 'ngak', 'diragukan', 'lagi', 'produknya', '.', 'Kehinaan', 'sejuta', 'umat', '.', 'Semoga', 'skintific', 'selalu', 'makin', 'sukses']","['Suka', 'produknya', ',', 'muka', 'glowing', 'cerah', '.', 'Menyamarkan', 'nota', 'hitam', '.', 'kulit', 'sehat', ',', 'semoga', 'cocok', 'pakai', 'produk', '.', 'skintific', 'ngak', 'diragukan', 'produknya', '.', 'Kehinaan', 'sejuta', 'umat', '.', 'Semoga', 'skintific', 'sukses']","['suka', 'produk', '', 'muka', 'glowing', 'cerah', '', 'samar', 'nota', 'hitam', '', 'kulit', 'sehat', '', 'moga', 'cocok', 'pakai', 'produk', '', 'skintific', 'ngak', 'ragu', 'produk', '', 'hina', 'juta', 'umat', '', 'moga', 'skintific', 'sukses']"
diahayuoktavianti,30 - 34,"Dry, Medium Dark, Neutral",1 week - 1 month,Shopee,5,Ya,moisturizer kecintaan.kulit jadi moist kenyal dan plumpy kaya squishypakai dimalam hari bangun bangun mood karna kulit nya lembut tidak gradakan. sangat senang rasanya. sukses terus skintific semoga bisa terus terjaga kualitas produknya,Palsu,"['moisturizer', 'kecintaan.kulit', 'jadi', 'moist', 'kenyal', 'dan', 'plumpy', 'kaya', 'squishypakai', 'dimalam', 'hari', 'bangun', 'bangun', 'mood', 'karna', 'kulit', 'nya', 'lembut', 'tidak', 'gradakan', '.', 'sangat', 'senang', 'rasanya', '.', 'sukses', 'terus', 'skintific', 'semoga', 'bisa', 'terus', 'terjaga', 'kualitas', 'produknya']","['moisturizer', 'kecintaan.kulit', 'moist', 'kenyal', 'plumpy', 'kaya', 'squishypakai', 'dimalam', 'bangun', 'bangun', 'mood', 'karna', 'kulit', 'nya', 'lembut', 'gradakan', '.', 'senang', '.', 'sukses', 'skintific', 'semoga', 'terjaga', 'kualitas', 'produknya']","['moisturizer', 'cinta kulit', 'moist', 'kenyal', 'plumpy', 'kaya', 'squishypakai', 'malam', 'bangun', 'bangun', 'mood', 'karna', 'kulit', 'nya', 'lembut', 'gradakan', '', 'senang', '', 'sukses', 'skintific', 'moga', 'jaga', 'kualitas', 'produk']"
fitrafiands,30 - 34,"Combination, Light, Neutral",1 week - 1 month,Shopee,5,Ya,"Kualitas produk sangat bagus, cocok di kulit aku yang sangat sensitif. Selain itu dapat memperbaiki skin barier dan menghidrasi kulit. Kulit menjadi lembut dan kenyal. Tidak lengket dan mudah menyerap kulit karena teksturnya yang watery.",Asli,"['Kualitas', 'produk', 'sangat', 'bagus', ',', 'cocok', 'di', 'kulit', 'aku', 'yang', 'sangat', 'sensitif', '.', 'Selain', 'itu', 'dapat', 'memperbaiki', 'skin', 'barier', 'dan', 'menghidrasi', 'kulit', '.', 'Kulit', 'menjadi', 'lembut', 'dan', 'kenyal', '.', 'Tidak', 'lengket', 'dan', 'mudah', 'menyerap', 'kulit', 'karena', 'teksturnya', 'yang', 'watery', '.']","['Kualitas', 'produk', 'bagus', ',', 'cocok', 'kulit', 'sensitif', '.', 'memperbaiki', 'skin', 'barier', 'menghidrasi', 'kulit', '.', 'Kulit', 'lembut', 'kenyal', '.', 'lengket', 'mudah', 'menyerap', 'kulit', 'teksturnya', 'watery', '.']","['kualitas', 'produk', 'bagus', '', 'cocok', 'kulit', 'sensitif', '', 'baik', 'skin', 'barier', 'hidrasi', 'kulit', '', 'kulit', 'lembut', 'kenyal', '', 'lengket', 'mudah', 'serap', 'kulit', 'tekstur', 'watery', '']"
Lisast30,19 - 24,"Oily, Medium Light, Neutral",6 months - 1 year,Tokopedia,5,Ya,Sumpaaaahhhhh ini mooooiiisssttttt terdebesssss guaaa sepanjang masaaaaaaa bnerâ€ ngelembapin dan bnerâ€ bisa bikkn skin pflumpyyyyyyyy sumpaaahhh dan ini bnerâ€ teracuni dari temen awalnyaaa dan jadi repuches berkaliâ€ luvvv bgtttttt,Asli,"['Sumpaaaahhhhh', 'ini', 'mooooiiisssttttt', 'terdebesssss', 'guaaa', 'sepanjang', 'masaaaaaaa', 'bnerâ€\x9d', 'ngelembapin', 'dan', 'bnerâ€\x9d', 'bisa', 'bikkn', 'skin', 'pflumpyyyyyyyy', 'sumpaaahhh', 'dan', 'ini', 'bnerâ€\x9d', 'teracuni', 'dari', 'temen', 'awalnyaaa', 'dan', 'jadi', 'repuches', 'berkaliâ€\x9d', 'luvvv', 'bgtttttt']","['Sumpaaaahhhhh', 'mooooiiisssttttt', 'terdebesssss', 'guaaa', 'masaaaaaaa', 'bnerâ€\x9d', 'ngelembapin', 'bnerâ€\x9d', 'bikkn', 'skin', 'pflumpyyyyyyyy', 'sumpaaahhh', 'bnerâ€\x9d', 'teracuni', 'temen', 'awalnyaaa', 'repuches', 'berkaliâ€\x9d', 'luvvv', 'bgtttttt']","['sumpaaaahhhhh', 'mooooiiisssttttt', 'terdebesssss', 'guaaa', 'masaaaaaaa', 'bner', 'ngelembapin', 'bner', 'bikkn', 'skin', 'pflumpyyyyyyyy', 'sumpaaahhh', 'bner', 'racun', 'temen', 'awalnyaaa', 'repuches', 'kali', 'luvvv', 'bgtttttt']"
indah30007,18 and Under,Unknown,1 month - 3 months,Female Daily Studio,5,Ya,Produk ini bagus banget xocok di kulit saya..kerenn bagus..besok saya order lagi.Produk ini bagus banget xocok di kulit saya..kerenn bagus..besok saya order lagiProduk ini bagus banget xocok di kulit saya..kerenn bagus..besok saya order lagi,Palsu,"['Produk', 'ini', 'bagus', 'banget', 'xocok', 'di', 'kulit', 'saya', '..', 'kerenn', 'bagus', '..', 'besok', 'saya', 'order', 'lagi', '.', 'Produk', 'ini', 'bagus', 'banget', 'xocok', 'di', 'kulit', 'saya', '..', 'kerenn', 'bagus', '..', 'besok', 'saya', 'order', 'lagiProduk', 'ini', 'bagus', 'banget', 'xocok', 'di', 'kulit', 'saya', '..', 'kerenn', 'bagus', '..', 'besok', 'saya', 'order', 'lagi']","['Produk', 'bagus', 'banget', 'xocok', 'kulit', '..', 'kerenn', 'bagus', '..', 'besok', 'order', '.', 'Produk', 'bagus', 'banget', 'xocok', 'kulit', '..', 'kerenn', 'bagus', '..', 'besok', 'order', 'lagiProduk', 'bagus', 'banget', 'xocok', 'kulit', '..', 'kerenn', 'bagus', '..', 'besok', 'order']","['produk', 'bagus', 'banget', 'xocok', 'kulit', '', 'kerenn', 'bagus', '', 'besok', 'order', '', 'produk', 'bagus', 'banget', 'xocok', 'kulit', '', 'kerenn', 'bagus', '', 'besok', 'order', 'lagiproduk', 'bagus', 'banget', 'xocok', 'kulit', '', 'kerenn', 'bagus', '', 'besok', 'order']"
Febriyanti_sh,25 - 29,"Dry, Medium Light, Cool",3 months - 6 months,Female Daily Studio,5,Ya,"Aku suka banget produk ini sangat bagus, dan testurnya lembut bangetttt pokoknya kalian harus coba deh soalnya sebagus itu, kan gak ketergantungan lah pokoknya kalian harus coba bagus gak bosan bosan pakek ini harus coba ya gaes harus coba ya",Asli,"['Aku', 'suka', 'banget', 'produk', 'ini', 'sangat', 'bagus', ',', 'dan', 'testurnya', 'lembut', 'bangetttt', 'pokoknya', 'kalian', 'harus', 'coba', 'deh', 'soalnya', 'sebagus', 'itu', ',', 'kan', 'gak', 'ketergantungan', 'lah', 'pokoknya', 'kalian', 'harus', 'coba', 'bagus', 'gak', 'bosan', 'bosan', 'pakek', 'ini', 'harus', 'coba', 'ya', 'gaes', 'harus', 'coba', 'ya']","['suka', 'banget', 'produk', 'bagus', ',', 'testurnya', 'lembut', 'bangetttt', 'pokoknya', 'coba', 'deh', 'sebagus', ',', 'gak', 'ketergantungan', 'pokoknya', 'coba', 'bagus', 'gak', 'bosan', 'bosan', 'pakek', 'coba', 'ya', 'gaes', 'coba', 'ya']","['suka', 'banget', 'produk', 'bagus', '', 'testurnya', 'lembut', 'bangetttt', 'pokok', 'coba', 'deh', 'bagus', '', 'gak', 'gantung', 'pokok', 'coba', 'bagus', 'gak', 'bosan', 'bosan', 'pakek', 'coba', 'ya', 'gaes', 'coba', 'ya']"
incerahmayantii,25 - 29,"Dry, Medium Light, Neutral",More than 1 year,FD Flash Sale,5,Ya,"Moisturizer yang sangat cocok untuk semua jenis dan manfaat sangat banyak, buat kulit normal, kombinasi, jerawat,, bisa juga buat kulit yang kemerahan, dan meredam kemerahan, bagus banget dan sangat cocok dan pastinya bagus buat semua jenis kulit",Palsu,"['Moisturizer', 'yang', 'sangat', 'cocok', 'untuk', 'semua', 'jenis', 'dan', 'manfaat', 'sangat', 'banyak', ',', 'buat', 'kulit', 'normal', ',', 'kombinasi', ',', 'jerawat', ',', ',', 'bisa', 'juga', 'buat', 'kulit', 'yang', 'kemerahan', ',', 'dan', 'meredam', 'kemerahan', ',', 'bagus', 'banget', 'dan', 'sangat', 'cocok', 'dan', 'pastinya', 'bagus', 'buat', 'semua', 'jenis', 'kulit']","['Moisturizer', 'cocok', 'jenis', 'manfaat', ',', 'kulit', 'normal', ',', 'kombinasi', ',', 'jerawat', ',', ',', 'kulit', 'kemerahan', ',', 'meredam', 'kemerahan', ',', 'bagus', 'banget', 'cocok', 'pastinya', 'bagus', 'jenis', 'kulit']","['moisturizer', 'cocok', 'jenis', 'manfaat', '', 'kulit', 'normal', '', 'kombinasi', '', 'jerawat', '', '', 'kulit', 'merah', '', 'redam', 'merah', '', 'bagus', 'banget', 'cocok', 'pasti', 'bagus', 'jenis', 'kulit']"
Ptrsmilea,19 - 24,"Oily, Medium Light, Neutral",3 months - 6 months,Shopee,5,Tidak,"Beli ini karena iseng dan penasaran sama sama review review di platform media sosial dan claimnya sesuai sama yang seliweran di media sosial, make ini 2 minggu kulit beneran plumpy, glowing, sehat, lembuttt, bagus banget! minus nya mahal banget dengan isi yang sesedikit itu. Untuk beli lagi aku rasa no karena overprice :')",Asli,"['Beli', 'ini', 'karena', 'iseng', 'dan', 'penasaran', 'sama', 'sama', 'review', 'review', 'di', 'platform', 'media', 'sosial', 'dan', 'claimnya', 'sesuai', 'sama', 'yang', 'seliweran', 'di', 'media', 'sosial', ',', 'make', 'ini', '2', 'minggu', 'kulit', 'beneran', 'plumpy', ',', 'glowing', ',', 'sehat', ',', 'lembuttt', ',', 'bagus', 'banget', '!', 'minus', 'nya', 'mahal', 'banget', 'dengan', 'isi', 'yang', 'sesedikit', 'itu', '.', 'Untuk', 'beli', 'lagi', 'aku', 'rasa', 'no', 'karena', 'overprice', "":')""]","['Beli', 'iseng', 'penasaran', 'review', 'review', 'platform', 'media', 'sosial', 'claimnya', 'sesuai', 'seliweran', 'media', 'sosial', ',', 'make', '2', 'minggu', 'kulit', 'beneran', 'plumpy', ',', 'glowing', ',', 'sehat', ',', 'lembuttt', ',', 'bagus', 'banget', '!', 'minus', 'nya', 'mahal', 'banget', 'isi', 'sesedikit', '.', 'beli', 'no', 'overprice', "":')""]","['beli', 'iseng', 'penasaran', 'review', 'review', 'platform', 'media', 'sosial', 'claimnya', 'sesuai', 'seliwer', 'media', 'sosial', '', 'make', '2', 'minggu', 'kulit', 'beneran', 'plumpy', '', 'glowing', '', 'sehat', '', 'lembuttt', '', 'bagus', 'banget', '', 'minus', 'nya', 'mahal', 'banget', 'isi', 'sedikit', '', 'beli', 'no', 'overprice', '']"
LusianaKusuma,25 - 29,"Normal, Medium Light, Neutral",1 week - 1 month,Tokopedia,5,Ya,"kulit saya sensitif,tp semenjak pakai skintific bagus dan lama kelamaan tidak sensitif lg memudar bekas jerawat,recommed bgt sih apalagi skintif untuk kalangan remajapun masuk unisex,dia juga ringan dimuka jd gampang ngeblannya baguss bgt aslii",Palsu,"['kulit', 'saya', 'sensitif', ',', 'tp', 'semenjak', 'pakai', 'skintific', 'bagus', 'dan', 'lama', 'kelamaan', 'tidak', 'sensitif', 'lg', 'memudar', 'bekas', 'jerawat', ',', 'recommed', 'bgt', 'sih', 'apalagi', 'skintif', 'untuk', 'kalangan', 'remajapun', 'masuk', 'unisex', ',', 'dia', 'juga', 'ringan', 'dimuka', 'jd', 'gampang', 'ngeblannya', 'baguss', 'bgt', 'aslii']","['kulit', 'sensitif', ',', 'tp', 'semenjak', 'pakai', 'skintific', 'bagus', 'sensitif', 'lg', 'memudar', 'bekas', 'jerawat', ',', 'recommed', 'bgt', 'sih', 'skintif', 'kalangan', 'remajapun', 'masuk', 'unisex', ',', 'ringan', 'dimuka', 'jd', 'gampang', 'ngeblannya', 'baguss', 'bgt', 'aslii']","['kulit', 'sensitif', '', 'tp', 'semenjak', 'pakai', 'skintific', 'bagus', 'sensitif', 'lg', 'pudar', 'bekas', 'jerawat', '', 'recommed', 'bgt', 'sih', 'skintif', 'kalang', 'remaja', 'masuk', 'unisex', '', 'ringan', 'muka', 'jd', 'gampang', 'ngeblannya', 'baguss', 'bgt', 'asli']"
fadillaptri_,19 - 24,"Dry, Medium Dark, Neutral",6 months - 1 year,Shopee,5,Ya,"Penyelamat kulit kering tiada duaaa! Pake ini udah berkali-kali bener bener hempas semua serum & beralih ke moisturizer ini aja udah cukup banget buat kulit makin sehat, worth the price! Ga pernah absen buat repurchase luv ittt skintific",Asli,"['Penyelamat', 'kulit', 'kering', 'tiada', 'duaaa', '!', 'Pake', 'ini', 'udah', 'berkali', '-', 'kali', 'bener', 'bener', 'hempas', 'semua', 'serum', '&', 'beralih', 'ke', 'moisturizer', 'ini', 'aja', 'udah', 'cukup', 'banget', 'buat', 'kulit', 'makin', 'sehat', ',', 'worth', 'the', 'price', '!', 'Ga', 'pernah', 'absen', 'buat', 'repurchase', 'luv', 'ittt', 'skintific']","['Penyelamat', 'kulit', 'kering', 'tiada', 'duaaa', '!', 'Pake', 'udah', 'berkali', '-', 'kali', 'bener', 'bener', 'hempas', 'serum', '&', 'beralih', 'moisturizer', 'aja', 'udah', 'banget', 'kulit', 'sehat', ',', 'worth', 'the', 'price', '!', 'Ga', 'absen', 'repurchase', 'luv', 'ittt', 'skintific']","['selamat', 'kulit', 'kering', 'tiada', 'duaaa', '', 'pake', 'udah', 'kali', '-', 'kali', 'bener', 'bener', 'hempas', 'serum', '', 'alih', 'moisturizer', 'aja', 'udah', 'banget', 'kulit', 'sehat', '', 'worth', 'the', 'price', '', 'ga', 'absen', 'repurchase', 'luv', 'ittt', 'skintific']"
Aprilliasty,19 - 24,"Normal, Medium, Neutral",1 month - 3 months,Shopee,5,Ya,Local brand moisturizer yang bagus banget buat memperbaiki skin barrier yg rusak ataupun ngejaga skin barrier kulit wajah. Moisturizer ini bagus bgt buat ngelembapin kulit wajah dan bikin kulit wajah berasa lebih sehat. Bonus klo rutin pakai ini bikin muka jadi glowing,Asli,"['Local', 'brand', 'moisturizer', 'yang', 'bagus', 'banget', 'buat', 'memperbaiki', 'skin', 'barrier', 'yg', 'rusak', 'ataupun', 'ngejaga', 'skin', 'barrier', 'kulit', 'wajah', '.', 'Moisturizer', 'ini', 'bagus', 'bgt', 'buat', 'ngelembapin', 'kulit', 'wajah', 'dan', 'bikin', 'kulit', 'wajah', 'berasa', 'lebih', 'sehat', '.', 'Bonus', 'klo', 'rutin', 'pakai', 'ini', 'bikin', 'muka', 'jadi', 'glowing']","['Local', 'brand', 'moisturizer', 'bagus', 'banget', 'memperbaiki', 'skin', 'barrier', 'yg', 'rusak', 'ngejaga', 'skin', 'barrier', 'kulit', 'wajah', '.', 'Moisturizer', 'bagus', 'bgt', 'ngelembapin', 'kulit', 'wajah', 'bikin', 'kulit', 'wajah', 'berasa', 'sehat', '.', 'Bonus', 'klo', 'rutin', 'pakai', 'bikin', 'muka', 'glowing']","['local', 'brand', 'moisturizer', 'bagus', 'banget', 'baik', 'skin', 'barrier', 'yg', 'rusak', 'ngejaga', 'skin', 'barrier', 'kulit', 'wajah', '', 'moisturizer', 'bagus', 'bgt', 'ngelembapin', 'kulit', 'wajah', 'bikin', 'kulit', 'wajah', 'asa', 'sehat', '', 'bonus', 'klo', 'rutin', 'pakai', 'bikin', 'muka', 'glowing']"
syania_marlinda,25 - 29,"Oily, Medium Light, Neutral",3 months - 6 months,Female Daily Studio,5,Ya,"Bagus banget, bikin tampak kulit lebih cerah kenyal dan cocok banget, aku udh pake ini dan ga berpaling ke yang lain ini paling bagus bgt buat kulit, ga bikin kulit kering, bikin kulit tampak lebih cerah dan natural, pokonya yg belom cobain harus cobain sih good bangetðŸ‘ðŸ‘",Asli,"['Bagus', 'banget', ',', 'bikin', 'tampak', 'kulit', 'lebih', 'cerah', 'kenyal', 'dan', 'cocok', 'banget', ',', 'aku', 'udh', 'pake', 'ini', 'dan', 'ga', 'berpaling', 'ke', 'yang', 'lain', 'ini', 'paling', 'bagus', 'bgt', 'buat', 'kulit', ',', 'ga', 'bikin', 'kulit', 'kering', ',', 'bikin', 'kulit', 'tampak', 'lebih', 'cerah', 'dan', 'natural', ',', 'pokonya', 'yg', 'belom', 'cobain', 'harus', 'cobain', 'sih', 'good', 'bangetðŸ‘\x8dðŸ‘\x8d']","['Bagus', 'banget', ',', 'bikin', 'kulit', 'cerah', 'kenyal', 'cocok', 'banget', ',', 'udh', 'pake', 'ga', 'berpaling', 'bagus', 'bgt', 'kulit', ',', 'ga', 'bikin', 'kulit', 'kering', ',', 'bikin', 'kulit', 'cerah', 'natural', ',', 'pokonya', 'yg', 'belom', 'cobain', 'cobain', 'sih', 'good', 'bangetðŸ‘\x8dðŸ‘\x8d']","['bagus', 'banget', '', 'bikin', 'kulit', 'cerah', 'kenyal', 'cocok', 'banget', '', 'udh', 'pake', 'ga', 'paling', 'bagus', 'bgt', 'kulit', '', 'ga', 'bikin', 'kulit', 'kering', '', 'bikin', 'kulit', 'cerah', 'natural', '', 'poko', 'yg', 'bom', 'cobain', 'cobain', 'sih', 'good', 'banget']"
